#,Price,Size,Beam (throw vs. flood),Max Throw (yards),Lumen,Brand,Product,Link,,,
1,$94.92,Medium-EDC,,218,1000,Fenix,FX-PD35TAC,https://www.amazon.ca/Fenix-Flashlights-FX-PD35TAC-Flashlight-Lumen/dp/B010ESCLHW/ref=sr_1_8?dchild=1&keywords=fenix+flashlight&qid=1605166993&sr=8-8,,,
2,$144.95,Medium-EDC,,309,1600,Fenix,PD36R,https://www.amazon.ca/Rechargeable-Tactical-Flashlight-EdisonBright-Charging/dp/B07TJ41TMC/ref=sr_1_10?dchild=1&keywords=fenix+flashlight&qid=1605167010&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-10,,Brands of Interest,
3,$74.38,Medium-Tactical,,131,300,Fenix,LD22 G2 2015,https://www.amazon.ca/Fenix-LD22-2015-Lumens-Flashlight/dp/B01418RAZY/ref=sr_1_12?dchild=1&keywords=fenix+flashlight&qid=1605167010&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-12,,Fenix,
4,$33.49,Small-Keychain,,49,85,Fenix,E05,https://www.amazon.ca/Fenix-Flashlights-Lumens-Flashlight-Black/dp/B00LSQKZ28/ref=sr_1_21?dchild=1&keywords=fenix+flashlight&qid=1605167010&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-21,,Nitecore,
5,$132.81,Small-Pocket,,142,550,Fenix,PD25,https://www.amazon.ca/Fenix-PD25-Flashlight-Rechargeable-Charging/dp/B00Y18AF6Q/ref=sr_1_24?dchild=1&keywords=fenix+flashlight&qid=1605167010&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-24,,Acebeam,
6,$133.48,Medium-EDC,,276,1000,Fenix,UC30,https://www.amazon.ca/Fenix-UC30-Rechargeable-Flashlight-Organizer/dp/B00VCPAJX0/ref=sr_1_25?dchild=1&keywords=fenix+flashlight&qid=1605167010&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-25,,Eagletech,
7,$303.00,Medium-EDC,,442,3000,Fenix,PD40R v2,https://www.amazon.ca/Fenix-PD40R-Mechanical-Rechargeable-Flashlight/dp/B087CG1YW6/ref=sr_1_27?dchild=1&keywords=fenix+flashlight&qid=1605167010&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-27,,JETbeam,
8,$389.00,Large-S&R,,845,12000,Fenix,LR40R,https://www.amazon.ca/Fenix-Performance-Rechargable-Flashlight-LR40R/dp/B07V3ZJXHB/ref=sr_1_29?dchild=1&keywords=fenix+flashlight&qid=1605167010&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-29,,Olight,
9,$119.00,Small-Keychain,,46,260,Fenix,E03R,https://www.amazon.ca/Fenix-E03R-Rechargeable-Flashlight-Auxiliary/dp/B08BTQ2T4C/ref=sr_1_19?dchild=1&keywords=fenix+flashlight&qid=1605167010&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-19,,Rofis,
10,$79.37,Small-Pocket,,142,170,Fenix,E15,https://www.amazon.ca/Fenix-Compact-140-Lumen-Flashlight/dp/B005CWRB44/ref=sr_1_147?dchild=1&keywords=fenix+flashlight&qid=1605168106&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-147,,Xeccon,
11,$614.00,Medium/Large-S&R,,535,4200,Fenix,LD75C,https://www.amazon.ca/Fenix-LD75C-LED-Flashlight-LD75CL2BK/dp/B00DDC1QAU/ref=sr_1_119?dchild=1&keywords=fenix+flashlight&qid=1605168056&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-119,,,
12,$135.36,Small/Medium,,168,315,Fenix,Pd32-R5,https://www.amazon.ca/Fenix-Pd32-R5-Cree-Xp-G-Flashlight/dp/B0062PVSGW/ref=sr_1_91?dchild=1&keywords=fenix+flashlight&qid=1605167786&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-91,,,
13,$130.40,Small-EDC,,93,500,Fenix,LD15R,https://www.amazon.ca/Fenix-Right-Angle-Rechargeable-Flashlight-batteries/dp/B07BKP135K/ref=sr_1_87?dchild=1&keywords=fenix+flashlight&qid=1605167786&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-87,,,
14,$133.25,Small-Headlamp,,178,1400,Fenix,HM65R,https://www.amazon.ca/Fenix-HM65R-Headlamp-capacity-battery/dp/B07VFQJRP1/ref=sr_1_83?dchild=1&keywords=fenix+flashlight&qid=1605167786&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-83,,,
15,$118.45,Medium-EDC,,218,187,Fenix,E25,https://www.amazon.ca/Fenix-Flashlights-E25R4BK-Flashlight-187-Lumens/dp/B0091TRPVI/ref=sr_1_113?dchild=1&keywords=fenix+flashlight&qid=1605167750&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-113,,,
16,$78.00,Medium-Tactical,,227,960,Fenix,PD35,https://www.amazon.ca/Fenix-Flashlights-2014-Flashlight-Black/dp/B00JK5Y1NS/ref=sr_1_102?dchild=1&keywords=fenix+flashlight&qid=1605167750&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-102,,,
17,$172.00,Small-Headlamp,,178,1400,Fenix,HM65R,https://www.amazon.ca/Headlamp-Capacity-Batteries-EdisonBright-Battery/dp/B07VJWYBG8/ref=sr_1_94?dchild=1&keywords=fenix+flashlight&qid=1605167722&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-94,,,
18,$63.49,Medium-Tactical,,174,1000,Fenix,E35UE,https://www.amazon.ca/Fenix-Flashlights-E35UE-Flashlight-Black/dp/B01B7Z0KAG/ref=sr_1_61?dchild=1&keywords=fenix+flashlight&qid=1605167627&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-61,,,
19,$172.95,Medium-Tactical,,260,1600,Fenix,PD36R,https://www.amazon.ca/Rechargeable-Tactical-Flashlight-Additional-EdisonBright/dp/B07VPDB1RJ/ref=sr_1_56?dchild=1&keywords=fenix+flashlight&qid=1605167627&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-56,,,
20,$105.14,Small-Keychain,,155,700,Fenix,E16,https://www.amazon.ca/Fenix-E16-Performance-Flashlight-Rechargeable/dp/B07HM6GM36/ref=sr_1_37?dchild=1&keywords=fenix+flashlight&qid=1605167014&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-37,,,
21,$275.32,Medium-EDC,,309,1600,Fenix,PD36R,https://www.amazon.ca/Fenix-PD36R-Rechargeable-Flashlight-Organizer/dp/B07TKDJ5Q7/ref=sr_1_35?dchild=1&keywords=fenix+flashlight&qid=1605167014&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-35,,,
22,$321.13,Medium-EDC,,309,1600,Fenix,PD36R,https://www.amazon.ca/Fenix-PD36R-Rechargeable-Flashlight-Batteries/dp/B07TJ9PYB8/ref=sr_1_33?dchild=1&keywords=fenix+flashlight&qid=1605167014&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-33,,,
23,$79.98,Small-Headlamp,,84,365,Fenix,HL50,https://www.amazon.ca/Fenix-Flashlights-Lumens-Headlamp-Black/dp/B00KVR27QM/ref=sr_1_32?dchild=1&keywords=fenix+flashlight&qid=1605167014&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-32,,,
24,$52.49,Small-Keychain,,96,130,Fenix,E12,https://www.amazon.ca/Fenix-Flashlights-130-Lumen-Flashlight-Black/dp/B00I14HLLS/ref=sr_1_27?dchild=1&keywords=fenix+flashlight&qid=1605167014&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-27,,,
25,$156.90,Medium-Tactical,,494,960,Nitecore,MH25 2014,https://www.amazon.ca/Nitecore-Rechargeable-Flashlight-Charger-LumenTac/dp/B00NLL7PDA/ref=sr_1_316_sspa?dchild=1&keywords=nitecore+flashlight&qid=1605170232&sr=8-316-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyTjIyQk5TTFpET0ZVJmVuY3J5cHRlZElkPUEwMjM0OTUwMUZWRFZVT0Y0TDdBMiZlbmNyeXB0ZWRBZElkPUEwMzcwNDM4OVZNT1VaSFhPMVo3JndpZGdldE5hbWU9c3BfYnRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,,,
26,$110.00,Medium-EDC,,230,4400,Nitecore,E4K,https://www.amazon.ca/Nitecore-Flashlight-rechargeable-EdisonBright-carrying/dp/B0841RSDCR/ref=sr_1_5?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-5,,,
27,$96.26,Small-Keychain,,197,1000,Nitecore,Tup,https://www.amazon.ca/NITECORE-1000-Small-Flashlight-Gray/dp/B07KPT62P1/ref=sr_1_6?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-6,,,
28,$109.00,Medium-EDC,,350,1000,Nitecore,MH12GT,https://www.amazon.ca/NITECORE-MH12GT-Multitask-Rechargeable-Flashlight/dp/B071VT7BH6/ref=sr_1_7?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-7,,,
30,$41.00,Small-Keychain,,27,55,Nitecore,Tube V2.0,https://www.amazon.ca/NITECORE-Tube-Rechargeable-Ultralight-Flashlight/dp/B07YNZ529H/ref=sr_1_9?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-9,,,
31,$132.00,Medium-EDC,,253,1000,Nitecore,MH12,https://www.amazon.ca/MH12-Rechargeable-Flashlight-Waterproof-Searchlight/dp/B00T7693IS/ref=sr_1_10?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-10,,,
32,$121.00,Medium-EDC,,396,1000,Nitecore,MH20GT,https://www.amazon.ca/Nitecore-MH20GT-CREE-Rechargeable-Flashlight/dp/B01EN9UPC6/ref=sr_1_11?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-11,,,
33,$92.00,Medium-EDC,,100,900,Nitecore,XML2,https://www.amazon.ca/NiteCore-Flashlight-Secondary-18350-Battery/dp/B00VVV7W9Y/ref=sr_1_16?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-16,,,
34,$53.00,Small-Keychain,,70,380,Nitecore,TINI,https://www.amazon.ca/Nitecore-Rechargeable-Keychain-Flashlight-Tactical/dp/B076QJMK4X/ref=sr_1_17?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-17,,,
35,$80.00,Medium-EDC,,278,1800,Nitecore,EC23,https://www.amazon.ca/NITECORE-Performance-Flashlight-Rechargeable-Organizer/dp/B07581N286/ref=sr_1_18?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-18,,,
36,$82.00,Medium-Tactical,,201,1000,Nitecore,MT21C,https://www.amazon.ca/NITECORE-MT21C-Multifunctional-Adjustable-Flashlight/dp/B07C3BFNK3/ref=sr_1_24?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-24,,,
37,$106.00,Medium-Tactical,,253,1000,Nitecore,P12,https://www.amazon.ca/NiteCore-Version-Tactical-Flashlight-Waterproof/dp/B00GZYNX8G/ref=sr_1_25?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-25,,,https://www.amazon.ca/NiteCore-Version-Tactical-Flashlight-Waterproof/dp/B00GZYNX8G/ref=sr_1_31?dchild=1&keywords=led+flashlight+nitecore&qid=1603758265&sr=8-31
