,id,brand,model,label,product,meta,price,lumens,throw_yards,rating,size,mass,volume,image_url,page_url,size_sentiment,quality_sentiment,battery_sentiment,design_sentiment,beam_sentiment,price_sentiment
0,B005CWRB44,Fenix,E15,Fenix E15,Fenix Compact 140 Lumen Flashlight,"{'item weight': '0.81 Ounces', 'number of pieces': '1', 'batteries required': 'Yes'}",81.71,170.0,142.0,4.0,Small-Pocket,0.0,0.0,https://images-na.ssl-images-amazon.com/images/I/71fo8E9ZTEL._AC_SX522_.jpg,https://www.amazon.ca/Fenix-Compact-140-Lumen-Flashlight/dp/B005CWRB44/ref=sr_1_147?dchild=1&keywords=fenix+flashlight&qid=1605168106&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-147,0.27647311827956983,0.2285517241379311,0.17821818181818186,0.16643103448275862,0.2951730769230769,0.2776206896551724
11,B00LG6NWR0,Nitecore,EA41,Nitecore EA41,Nitecore EA41 Explorer 960-Lumen Flashlight,"{'product dimensions': '11.7 x 4 x 4 cm; 160 Grams', 'batteries': '4 AA batteries required. (included)', 'item model number': 'EA41', 'is discontinued by manufacturer': 'No', 'color': 'Black', 'size': '1', 'style': 'English', 'frame material': 'Other', 'height': '2 inches', 'length': '1 inches', 'weight': '227 Grams', 'width': '2 inches', 'shape': 'Other', 'bulb type': 'LED', 'number of items': '1', 'power source': 'Manual', 'special features': 'Unlit', 'batteries included?': 'Yes', 'brand': 'Nitecore', 'item weight': '160 g'}",122.32,1020.0,366.0,4.1,Medium-EDC,160.0,1.87,https://images-na.ssl-images-amazon.com/images/I/51hQYbjSHrL._AC_SX425_.jpg,https://www.amazon.ca/Nitecore-EA41-Explorer-960-Lumen-Flashlight/dp/B00LG6NWR0/ref=sr_1_205?dchild=1&keywords=nitecore+flashlight&qid=1605170130&sr=8-205,0.243,0.16833333333333333,0.2773333333333334,0.18639999999999995,0.2459,0.079
12,B00M94WSVY,Nitecore,NITEU No-P10,Nitecore NITEU No-P10,Nitecore NITEU No-P10 Cree XM-L2 T6 800-Lumen Flashlight,"{'product dimensions': '13.41 x 2.54 x 2.54 cm; 81.65 Grams', 'batteries': '2 Lithium Metal batteries required.', 'item model number': 'P10 XM-L2 SMO', 'is discontinued by manufacturer': 'No', 'color': 'Black', 'hand orientation': 'Left/Right', 'height': '2 inches', 'length': '1 inches', 'weight': '227 Grams', 'width': '2 inches', 'bulb type': 'Led', 'number of items': '1', 'included components': 'Flashlight', 'batteries included?': 'No', 'brand': 'Nitecore', 'item weight': '81.6 g'}",84.99,800.0,211.0,4.4,Medium-EDC,81.65,0.87,https://images-na.ssl-images-amazon.com/images/I/61MEgwPYifL._AC_SX425_.jpg,https://www.amazon.ca/Nitecore-No-P10-XM-L2-800-Lumen-Flashlight/dp/B00M94WSVY/ref=sr_1_141?dchild=1&keywords=nitecore+flashlight&qid=1605169938&sr=8-141,0.29925,0.2786666666666667,0.22700000000000006,0.2262777777777778,0.2510625,0.21616666666666665
13,B00NLL7PDA,Nitecore,MH25 2014,Nitecore MH25 2014,"Nitecore MH25 2014 Edition 960 Lumens 340 Yards Long Throw Rechargeable Cree XM-L2 U2 LED Flashlight w/ Built-in USB Charger, 2300mAh 18650 Rechargeable Battery, USB Cable, LumenTac AC & Car Power Adapter, Holster","{'manufacturer': 'NITECORE', 'part number': 'MH25GT+USB', 'product dimensions': '16 x 2.54 x 3.99 cm; 198.45 Grams', 'batteries': '1 Lithium ion batteries required.', 'item model number': 'MH25GT', 'is discontinued by manufacturer': 'No', 'size': 'Medium', 'colour': 'Black', 'material': 'Aluminum alloy', 'power source': 'Battery-powered', 'item package quantity': '1', 'type of bulb': 'Led', 'brightness': '1000', 'performance description': '1000 Lumens', 'cutting diameter': '1 Inches', 'certification': 'ANSI-Rated', 'included components': 'Batteries', 'batteries included?': 'No', 'batteries required?': 'No', 'battery cell type': 'Lithium Ion', 'battery description': '2x CR123A or 18650', 'assembled diameter': '1 Inches', 'item weight': '198 g'}",156.9,960.0,494.0,4.6,Medium-Tactical,198.45,1.62,https://images-na.ssl-images-amazon.com/images/I/713eMihZC%2BL._AC_SY355_.jpg,https://www.amazon.ca/Nitecore-Rechargeable-Flashlight-Charger-LumenTac/dp/B00NLL7PDA/ref=sr_1_316_sspa?dchild=1&keywords=nitecore+flashlight&qid=1605170232&sr=8-316-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyTjIyQk5TTFpET0ZVJmVuY3J5cHRlZElkPUEwMjM0OTUwMUZWRFZVT0Y0TDdBMiZlbmNyeXB0ZWRBZElkPUEwMzcwNDM4OVZNT1VaSFhPMVo3JndpZGdldE5hbWU9c3BfYnRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,0.204125,0.3521315789473685,0.25027777777777777,0.21177777777777773,0.3974594594594594,0.39692857142857146
14,B00NLL7PDA,Nitecore,MH25,Nitecore MH25,"Nitecore MH25 2014 Edition 960 Lumens 340 Yards Long Throw Rechargeable Cree XM-L2 U2 LED Flashlight w/ Built-in USB Charger, 2300mAh 18650 Rechargeable Battery, USB Cable, LumenTac AC & Car Power Adapter, Holster","{'manufacturer': 'NITECORE', 'part number': 'MH25GT+USB', 'product dimensions': '16 x 2.54 x 3.99 cm; 198.45 Grams', 'batteries': '1 Lithium ion batteries required.', 'item model number': 'MH25GT', 'is discontinued by manufacturer': 'No', 'size': 'Medium', 'colour': 'Black', 'material': 'Aluminum alloy', 'power source': 'Battery-powered', 'item package quantity': '1', 'type of bulb': 'Led', 'brightness': '1000', 'performance description': '1000 Lumens', 'cutting diameter': '1 Inches', 'certification': 'ANSI-Rated', 'included components': 'Batteries', 'batteries included?': 'No', 'batteries required?': 'No', 'battery cell type': 'Lithium Ion', 'battery description': '2x CR123A or 18650', 'assembled diameter': '1 Inches', 'item weight': '198 g'}",156.9,1000.0,494.0,4.6,Medium-Tactical???,198.45,1.62,https://images-na.ssl-images-amazon.com/images/I/713eMihZC%2BL._AC_SY355_.jpg,https://www.amazon.ca/Nitecore-Rechargeable-Flashlight-Charger-LumenTac/dp/B00NLL7PDA/ref=sr_1_197?dchild=1&keywords=nitecore+flashlight&qid=1605170057&sr=8-197,0.204125,0.3521315789473685,0.25027777777777777,0.21177777777777773,0.3974594594594594,0.39692857142857146
15,B00NQNZWIS,Nitecore,MT2A 345,Nitecore MT2A 345,Nitecore MT2A 345 Lumens LED Flashlight w/Bonus Premium Holster - Use 2X AA Batteries,"{'manufacturer': 'NiteCore', 'part number': 'MT2A', 'product dimensions': '15.49 x 2.03 x 2.03 cm; 66.9 Grams', 'batteries': '2 AA batteries required.', 'item model number': 'MT2A', 'is discontinued by manufacturer': 'No', 'size': 'pocket size', 'colour': 'Black', 'finish': 'Annodized', 'power source': 'Battery-powered', 'item package quantity': '1', 'type of bulb': 'Led', 'cutting diameter': '0.85 Inches', 'measurement system': 'English/standard', 'special features': 'Portable, Impact Ready, Light, Variable Speed', 'included components': 'Pocket Clips', 'batteries included?': 'No', 'batteries required?': 'Yes', 'battery cell type': 'Alkaline', 'battery description': 'AA', 'assembled diameter': '0.85 Inches', 'item weight': '66.8 g'}",102.41,345.0,166.0,4.4,Medium-EDC,66.9,0.64,https://images-na.ssl-images-amazon.com/images/I/61e%2BrFL51uL._AC_SX355_.jpg,https://www.amazon.ca/Nitecore-MT2A-Flashlight-Premium-Holster/dp/B00NQNZWIS/ref=sr_1_145?dchild=1&keywords=nitecore+flashlight&qid=1605169938&sr=8-145,0.3461886792452831,0.28845882352941177,0.21007142857142855,0.22223611111111108,0.3620615384615384,0.30419354838709683
16,B00OYKXTDW,Nitecore,EA41,Nitecore EA41,Nitecore EA41 1020 Lumen Cree XM-L2 U2 LED Flashlight Compact Searchlight,"{'manufacturer': 'Nitecore', 'part number': 'WAWNCEA41', 'product dimensions': '11.68 x 4.32 x 4.06 cm; 170.1 Grams', 'item model number': 'WAWNCEA41', 'is discontinued by manufacturer': 'No', 'size': 'pocket size', 'colour': 'Black', 'material': 'Aluminum alloy', 'power source': 'Battery', 'item package quantity': '1', 'type of bulb': 'LED', 'batteries included?': 'No', 'batteries required?': 'No', 'item weight': '170 g'}",104.56,1020.0,366.0,4.6,Medium-EDC,170.1,2.05,https://images-na.ssl-images-amazon.com/images/I/61E2nNmqWcL._AC_SX355_.jpg,https://www.amazon.ca/Nitecore-Flashlight-Searchlight-LumenTac-Diffuser/dp/B00OYKXTDW/ref=sr_1_106?dchild=1&keywords=nitecore+flashlight&qid=1605169938&sr=8-106,0.332375,0.2906101694915255,0.22386000000000006,0.2381587301587301,0.3083877551020408,0.33065625
17,B00T7693IS,Nitecore,MH12,Nitecore MH12,"NiteCore MH12 USB Rechargeable Flashlight CREE XM-L2 U2 1000 Lumens 253 Yard Beam Distance 520 Hours Runtime Portable Tactical Flashlight Waterproof Compact Searchlight With NL188 3200mAh 18650 Battery, Black","{'product dimensions': '15.24 x 2.54 x 2.54 cm; 90.72 Grams', 'batteries': '1 Lithium ion batteries required. (included)', 'item model number': 'MH12', 'is discontinued by manufacturer': 'No', 'color': 'Black', 'hand orientation': 'Left/Right', 'bulb type': 'Led', 'material': 'Aluminum alloy', 'number of items': '1', 'included components': '3200mAH 18650 battery, Spare port cover, Holster, Tactical ring, Lanyard, USB charging cable, Instruction manual and warranty card, Includes NITECORE MH12 flashlight, Pocket clip, Spare O-ring', 'batteries included?': 'Yes', 'brand': 'Nitecore', 'item weight': '90.7 g'}",132.0,1000.0,253.0,4.1,Medium-EDC,90.72,0.98,https://images-na.ssl-images-amazon.com/images/I/611dJcHQWPL._AC_SX425_.jpg,https://www.amazon.ca/MH12-Rechargeable-Flashlight-Waterproof-Searchlight/dp/B00T7693IS/ref=sr_1_10?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-10,0.44316666666666665,0.1938421052631579,0.20605555555555555,0.18000000000000002,0.3703076923076923,0.2866666666666667
18,B00T922CFQ,Nitecore,MH10,Nitecore MH10,"Nitecore MH10 CREE XM-L2 U2 LED 1000 Lumen USB Rechargeable Flashlight, 18650 Rechargeable Li-ion Battery, USB Charging Cable and Holster with 2 X EdisonBright CR123A Lithium Batteries","{'parcel dimensions': '18.29 x 9.4 x 3.56 cm; 272.16 Grams', 'item model number': 'MH10', 'is discontinued by manufacturer': 'No', 'bulb type': 'LED', 'material': 'Aluminum alloy', 'batteries included?': 'Yes', 'brand': 'EdisonBright', 'item weight': '272 g'}",133.08,1000.0,253.0,4.0,Medium-EDC,0.0,0.0,https://images-na.ssl-images-amazon.com/images/I/71GiY5K7EML._AC_SX425_.jpg,https://www.amazon.ca/MH10-Rechargeable-Flashlight-rechargeable-EdisonBright/dp/B00T922CFQ/ref=sr_1_131?dchild=1&keywords=nitecore+flashlight&qid=1605169938&sr=8-131,0.2685909090909091,0.2796296296296297,0.18561538461538465,0.18771052631578947,0.3402264150943396,0.28519047619047616
19,B00VCPAJX0,Fenix,UC30,Fenix UC30,"Fenix UC30 New Edition 1000 Lumens USB Rechargeable LED Flashlight with Fenix Charging Cable, LumenTac Organizer and Adapter","{'manufacturer': 'Fenix Lighting', 'part number': 'UC30', 'product dimensions': '155.45 x 30.48 x 30.48 cm; 77.11 Grams', 'batteries': '1 Lithium ion batteries required. (included)', 'item model number': 'UC30', 'is discontinued by manufacturer': 'No', 'size': 'pocket size', 'colour': 'Black', 'finish': 'Annodized', 'material': 'Aluminum', 'thickness': '1 Inches', 'power source': 'Battery-powered', 'item package quantity': '1', 'type of bulb': 'Led', 'brightness': '1000 Lumen', 'cutting diameter': '1 Millimeters', 'measurement system': 'English/standard', 'special features': 'Impact Ready', 'included components': 'Charger', 'batteries included?': 'Yes', 'batteries required?': 'No', 'battery cell type': 'Lithium Ion', 'battery description': '2x CR123A or 18650', 'assembled diameter': '1 Millimeters', 'item weight': '77.1 g'}",133.48,1000.0,276.0,4.4,Medium-EDC,77.11,1444.18,https://images-na.ssl-images-amazon.com/images/I/81AvokaAO2L._AC_SY355_.jpg,https://www.amazon.ca/Fenix-UC30-Rechargeable-Flashlight-Organizer/dp/B00VCPAJX0/ref=sr_1_25?dchild=1&keywords=fenix+flashlight&qid=1605167010&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-25,0.27720588235294114,0.2913392857142857,0.2550166666666667,0.20850943396226407,0.3220108695652174,0.3164
20,B00VVV7W9Y,Nitecore,XML2,Nitecore XML2,"NiteCore CREE XML2 900 lm LED Flashlight Secondary Red with 18350 Battery, Black, Left/Right","{'product dimensions': '7.49 x 2.54 x 2.54 cm; 44.96 Grams', 'batteries': '2 Lithium Metal batteries required. (included)', 'item model number': 'NiteCore-EC11+2xNC-IMR-18350', 'is discontinued by manufacturer': 'No', 'color': 'Black', 'hand orientation': 'Left/Right', 'lens material': 'Anti-reflective', 'bulb type': 'Led', 'material': 'Anodized aluminum', 'power source': 'Battery', 'batteries included?': 'Yes', 'brand': 'Nitecore', 'item weight': '45 g'}",92.7,900.0,100.0,3.8,Medium-EDC,44.96,0.48,https://images-na.ssl-images-amazon.com/images/I/71-cvIWVQzL._AC_SX425_.jpg,https://www.amazon.ca/NiteCore-Flashlight-Secondary-18350-Battery/dp/B00VVV7W9Y/ref=sr_1_16?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-16,0.33325000000000005,0.21973333333333336,0.21179166666666668,0.22413043478260872,0.300027027027027,0.2956666666666667
21,B00Y18AF6Q,Fenix,PD25,Fenix PD25,Fenix PD25 550 Lumens CREE XP-L LED Pocket Flashlight with Fenix Rechargeable Battery (Built-In USB Charging Port) and LumenTac Charging Cable,"{'manufacturer': 'Fenix', 'part number': 'PD25+F16340U+UCORD', 'product dimensions': '9.4 x 2.03 x 2.03 cm; 45.36 Grams', 'batteries': '16340 Lithium ion batteries required. (included)', 'item model number': 'PD25', 'is discontinued by manufacturer': 'No', 'size': 'pocket size', 'colour': 'Black', 'material': 'Anodized Aluminum', 'power source': 'Battery-powered', 'item package quantity': '1', 'type of bulb': 'Led', 'brightness': '550', 'cutting diameter': '0.84 Inches', 'measurement system': 'English/standard', 'accessory connection type': 'Micro-USB', 'special features': 'Light', 'included components': 'Batteries', 'batteries included?': 'Yes', 'batteries required?': 'No', 'battery cell type': 'Lithium Ion', 'battery description': '1x RCR123A (16340) or 1x CR123A', 'assembled diameter': '0.84 Inches', 'item weight': '45.4 g'}",132.81,550.0,142.0,4.7,Small-Pocket,45.36,0.39,https://images-na.ssl-images-amazon.com/images/I/71xMscp2h9L._AC_SY355_.jpg,https://www.amazon.ca/Fenix-PD25-Flashlight-Rechargeable-Charging/dp/B00Y18AF6Q/ref=sr_1_24?dchild=1&keywords=fenix+flashlight&qid=1605167010&refinements=p_89%3AFenix+Flashlights%7Cfenix&rnid=7590290011&s=hi&sr=1-24,0.3561333333333333,0.3092083333333333,0.2731363636363636,0.21473076923076925,0.3106486486486487,0.33914285714285713
