,author_id,verified_purchase,review_title,reviews,country,date,reviewer_name,ratings,people_find_helpful,start_time,end_time,product_name,average_rating,price,total_reviews,product_category,product_id,meta_data,rank,product_image_url
0,R354YV5AS7AH8P,True,elle ne fonctionne plus,elle ne fonctionne plus,canada,"September 1, 2020",Lucille,1.0,0,2020-11-12 15:11:25.005737,2020-11-12 15:11:25.148581,"NiteCore MT06MD 180 Lm Nichia 219B 2Xaaa LED Penlight - MT06 Upgrade, Black",4.3,49.33,,Tools & Home Improvement,B06XKDKJ1W,"{'product dimensions': '12.8 x 1.4 x 1.4 cm; 22.11 Grams', 'batteries': '2 AAA batteries required.', 'item model number': 'MT06MD', 'is discontinued by manufacturer': 'No', 'color': 'Black', 'size': '1', 'style': 'Austin', 'bulb type': 'Led', 'material': 'Aluminum', 'number of items': '1', 'number of pieces': '1', 'included components': 'Includes NITECORE MT06MD penlight, Instruction manual and warranty card, Spare O-ring', 'batteries included?': 'No', 'brand': 'Nitecore', 'item weight': '22.1 g'}","#138,112 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#1,255 in Handheld Flashlights",https://images-na.ssl-images-amazon.com/images/I/616mJdtzc4L._AC_SX425_.jpg
1,RVKV5LDO0ZFX8,True,Great light!!!,My husband loves it.....he’s a mechanic and used it for work...... the first one he got as a gift about 4 years ago and now he’s replacing it because it’s getting old.,canada,"November 15, 2019",SO,5.0,0,2020-11-12 15:11:25.153751,2020-11-12 15:11:25.287405,"NiteCore MT06MD 180 Lm Nichia 219B 2Xaaa LED Penlight - MT06 Upgrade, Black",4.3,49.33,,Tools & Home Improvement,B06XKDKJ1W,,"#138,112 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#1,255 in Handheld Flashlights",https://images-na.ssl-images-amazon.com/images/I/616mJdtzc4L._AC_SX425_.jpg
2,R1IPGU92QFUHI7,True,Robuste und zuverlässige Untersuchungsleuchte für Klinik und Rettungsdienst,"Ich hatte die Nase voll von den bekannten billigen Pupillenleuchten, die schon vom Anschauen kaputtgehen. Manche Kollegen in der Klinik hatten einen ""Verbrauch"" von 5-10 Leuchten pro Monat, weil die Dinger keinen Sturz und keinen Tropfen Desinfektionsmittel aushalten. Zwar bezahlt die Klinik die Leuchten, aber umweltfreundlich ist das nicht und trotzdem ärgerlich, wenn man praktisch nie eine funktionierende Leuchte zur Hand hat. Ich habe mir die HEINE Mini-Leuchte bestellt, die mich aber mit ihrer geringen Leuchtkraft und dem unscharfen Lichtkegel nicht überzeugt hat. Bei der Suche im Internet bin ich auf diese Lampe gestoßen, habe sie bestellt und in der Klinik eingesetzt: Super Teil! Leuchtkraft lässt sich anpassen, je nachdem welche Körperöffnung man untersuchen möchte. Ich kann sie in Isozimmer anwenden und anschließend mit ordentlich Desinfektionsmittel reinigen, ohne um Ihre Funktion fürchten zu müssen. Und auch einige Stürze hat diese Leuchte ohne Probleme überstanden. Dabei gibt's allerdings zwei Nachteile: Der Ein-/Ausschaltknopf wirkt etwas wackelig. Er hält Desinfektionsmittel stand und immer noch funktioniert problemlos. Zweitens ist die Leuchte nicht als Medizinprodukt zugelassen. Trotzdem aber wurde die Lampe mit der farbsicheren LED und der minimalen Leuchtstufe für ""medical professionals"" entworfen - und das merkt man auch. Fazit: Insgesamt robuste und für den Klinikalltag durchdachte Untersuchungsleuchte, die einen über längere Zeit begleiten kann. Insgesamt damit in meinen Augen einzigartig und trotz des hohen Preises über die Zeit ihr Geld wert. Solange manche Kollegen mit der Varta LED Pen Light (""Deine Leuchte ist ja so schön hell..."") Patienten reihenweise fast erblinden lassen, mache ich mir um den Einsatz der Nitecore MT06MD auch ohne MPG-Zulassung wenig Sorgen. Vielleicht hat der Hersteller ja aber Interesse daran, eine MPG-Zulassung für den deutschen/EU-Markt zu erhalten und damit die Lücke der robusten MPG-zugelassenen Untersuchungsleuchten ein für alle Mal zu füllen.",germany,"February 20, 2019",EinRezensent,5.0,0,2020-11-12 15:11:25.292558,2020-11-12 15:11:25.441982,"NiteCore MT06MD 180 Lm Nichia 219B 2Xaaa LED Penlight - MT06 Upgrade, Black",4.3,49.33,,Tools & Home Improvement,B06XKDKJ1W,,"#138,112 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#1,255 in Handheld Flashlights",https://images-na.ssl-images-amazon.com/images/I/616mJdtzc4L._AC_SX425_.jpg
3,R303578NGKOS9I,True,MT06MD Kugelschreiberlampe - nicht nur für Mediziner,"MT06MD Kugelschreiberlampe der Multitask Serie, speziell entwickelt für medizinische Diagnostik.
Die MT06MD ist 128 mm lang, hat einen Durchmesser von 14 mm und wiegt (gemessen) mit zwei AAA Akkus 43 g (ohne sind es 22 g).
Der Begriff Kugelschreiberlampe bezieht sich nur auf die Form der Lampe (Länge zu Durchmesser), dies ist kein Schreibgerät.

Es stehen drei Helligkeitsstufen bereit: Low 4 lm (35 h), Mid 45 lm (5 h 15 min) und High 180 lm (45 min).
Die Lampe ist hochwertig aus Metall gefertigt, bis 1,5 m stoßfest und nach IPX8 bis 2 Meter wasserdicht.
Die Lampe ist auf Leuchtreichweite optimiert (Thrower) mit deutlichem Spot und wenig Spill.

Am Heck ist fest eine Federklemme montiert und auch der Schalter der Lampe ist hier verbaut.
Der Schalter hat mechanische Ein- und Aus-Positionen, die durch durchdrücken und loslassen gewechselt werden können.
Ist die Lampe eingeschaltet, so kann durch halb durchdrücken und loslassen der Lichtmodi gewechselt werden Low - Mid - High - Low usw.

Es gibt keine ""Spielereien"" wie Strobe und die Lichtmodi werden elektronisch, bezüglich der Helligkeit, stabil gehalten.
Dies hat nur dann seine Grenze, wenn Akku / Batterie nur noch wenig Energie liefern.

Typisches Zeichen eines fast leeren Akkus ist eben nicht das die Helligkeit nachlässt, sondern das die Lampe beginnt zu flackern.
Hier hilft nur noch die Helligkeitsstufe zu verringern und so bald wie möglich die Batterien zu wechseln bzw. die Akkus zu laden.

Die Lampe reduziert nach 5 Minuten automatisch die Helligkeit, um Überhitzungen zu vermeiden.
Bei einer Messung war der Lampenkopf bei High nach 5 Minuten punktuell bei 40°C.
Diese Hitze war aber auf den Lampenkopf begrenzt, der Schaft war nur unmerklich wärmer (30°C nach 10 Minuten) geworden.

Die MT06MD ist eine Weiterentwicklung der MT06, wobei auf die Eignung für medizinische Diagnostik geachtet wurde.
Die MT06 besitzt diese Eigenschaft nicht und verfügt über nur 2 Helligkeitsstufen (Mid und High).

Auch außerhalb der medizinischen Verwendung ist diese Lampe sehr gut zu verwenden.
Die drei Lichtmodi decken den Bereich, Low - gut wo nicht viel Licht benötigt wird, Mid - typische Helligkeit für den Nahbereich, High - wenn viel Helligkeit oder Reichweite benötigt wird, ab.

Wechsel der Akkus und Verwendung des Heckschalters fallen leicht, die Lampe liegt sicher und angenehm in der Hand.
Zum Akku Wechsel wird die Lampe nahe am Kopf durch Drehen geöffnet.
Gewinde und Dichtring vertragen regelmäßig etwas Silikonfett, was Dichtring und Gewinde geschmeidig und wasserdicht hält.

Hier die Eigenschaften für die medizinische Diagnostik:
- Leuchtmittel ist eine Nichia 219B LED (CRI > 90)
- Photobiologisch unbedenklich (RG0), Farbtemperatur CCT = 5000 K
Tageslichtnah und Farbneutral sowie gleichverteilte Helligkeit, kein blue-light hazard
- Ein (nach zumindest 2 Sekunden aus) immer in Low (zur Sicherheit)
- Geeignet zur Alkoholsterilisation

Im Gegensatz zu vielen Lampen der MT Serie wird auf eine Speicherung des letzten Helligkeitsmodus verzichtet.
Was hier ein Sicherheitsfeature ist.

Zum Lieferumfang gehören zwei Ersatzdichtringe und ein Satz Batterien.

Akku oder Batterie?
Bei häufiger Nutzung de Lampe sind Akkus kostengünstiger.
Wird die Lampe nur sehr selten verwendet, so haben Batterien den Vorteil das es hier keine Selbstentladung wie bei den Akkus gibt.

Die MT06MD ist eine würdige Nachfolgerin der MT06 und aktuell nur ca. 10% teurer.
Die Nützlichkeit von Low sollte nicht unterschätzt werden und kommt zudem dem Durchhaltevermögen zugute.

Wer die Stiftform nicht braucht oder will und für den die medizinische Diagnostik kein Thema ist, findet z.B. in der Nitecore MT1A eine Alternative.",germany,"July 12, 2017",Amazon-Kunde,5.0,0,2020-11-12 15:11:25.447719,2020-11-12 15:11:25.602894,"NiteCore MT06MD 180 Lm Nichia 219B 2Xaaa LED Penlight - MT06 Upgrade, Black",4.3,49.33,,Tools & Home Improvement,B06XKDKJ1W,,"#138,112 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#1,255 in Handheld Flashlights",https://images-na.ssl-images-amazon.com/images/I/616mJdtzc4L._AC_SX425_.jpg
4,RNS6468QPFZMW,True,Tolle Taschenlampe!,"Ich habe die Lampe als alleskönner gekauft und zwar in doppelter Ausführung. Eine oben in die Latzhose rein bei arbeiten an KFZ's absolut tolles teil die Akkulaufzeit auf mittlerer Stufe ist okay und sie Blendet nicht wenn man in dunkle enge ecken rein schaut.
Außerdem ist sie nebenbei noch als Medizinische Diagnostikleuchte zu gebrauchen.
Viele schreiben ja das sie zu hell sei das liegt aber an schlicht und ergreifend falscher anwendung. Man leuchtet nicht mit der Mitte des Lichtkegels frontal im 90° Winkel in die Augen sondern aus einem 45° Winkel von der Seite und dann blendet sie auch nicht so und erzeugt dennoch eine gute Pupillenreaktion zudem hat sie genug reserven um bei Tageshelligkeit direkt ins Auge zu leuchten und trotz der Gewöhnung noch eine Rekation zu bekommen.
Also genau die richtige Helligkeit!",germany,"March 22, 2019",Amazon Kunde,5.0,0,2020-11-12 15:11:25.608786,2020-11-12 15:11:25.751364,"NiteCore MT06MD 180 Lm Nichia 219B 2Xaaa LED Penlight - MT06 Upgrade, Black",4.3,49.33,,Tools & Home Improvement,B06XKDKJ1W,,"#138,112 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#1,255 in Handheld Flashlights",https://images-na.ssl-images-amazon.com/images/I/616mJdtzc4L._AC_SX425_.jpg
5,R264IL6IS2Q0KX,True,►►► Tolle Lampe für Jeden und Alles! ◄◄◄,"Jeder hat oder hatte sicher mindestens eine Taschenlampe.
Meine viele Jahre alte kleinste Taschenlampe ""KS TOOLS"" mit 2 AAA Batterien reicht für den Kellergang, aber bei fummeligen Reparaturarbeiten war sie oft zu dunkel.
Normalerweise wäre ich in den Baumarkt gegangen und hätte die erstbeste genommen.
Diesmal habe ich aber erst mal im Internet gesucht und die Angebotsfülle hat mich fast umgehauen.
Allein die Auswahl guter Hersteller, wie z.B.:
- Nitecore,
- Fenix,
- Led Lenser,
- ThrunNite,
- Olight,
- Blocklight usw.
Bei den Rezensionen habe ich zum Teil erst mal nur die Hälfte verstanden, so wimmelte es von Fachbegriffen (Thrower, Spot, Spill, Cree LED …). Ich bestellte nach 2 tägiger Recherche die Nitcore MT1A (mit nur einer AA Batterie), die mir jedoch noch zu klobig war, versuchte es dann mit der MT06MD.
► Für diese Lampe waren die Kriterien:
klein, dünn, handlich, hell, kein Schnick-Schnack.
► Diese Anforderungen werden 100 prozentig erfüllt und noch viel mehr:
- sehr wertige Verarbeitung von Gehäuse, Gewinde, Kontakten
- 3 Lichtstufen (4Lumen, 45 Lumen und 180 Lumen, Start immer in der dunkelsten Stufe (sonst unbeabsichtigte Blendgefahr möglich)
- sehr angenehmes natürlich - warmes Licht (im Gegensatz zur MT06 ohne den Zusatz MD mit bläulichem Licht und nur zwei Helligkeiten 32 Lumen und 165 Lumen)
- sehr leicht, nur 2 AAA Batterien notwendig
- schnelles Umschalten der Leuchtstärkenmodi ohne komplizierte Handlungsabfolge (halb reindrücken = nächste Leuchtstufe)
► Vergleich zur alten ""Kugelschreiberlampe"":
- heller scharfer Lichtkegel der von einem größeren Lichtkegel mit geringer Intensität umgeben ist, während die alte den Kegel gleichmäßig ausleuchtet
- die hellen Leuchtstufen in Reserve sind schon toll
- feuchtigkeitsunempfindlich (Spaziergang im Regen, Reparatur Wasserarmatur)
► FAZIT:
Für mich als Neuling bei professionellen Taschenlampen ist dieser Lampenwinzling eine ganz tolle Entdeckung.
Täglich im Einsatz.
Sehr hochwertige Verarbeitung bis ins Detail.
Auf den Federclip zum Anklammern kann ich gut verzichten (andere legen darauf großen Wert), ist aber fest montiert.
Der Preis ist für Einsteiger im Vergleich zu einfachen Lampen zunächst heftig, die Freude im Umgang gleicht das für mich jedoch mehr als aus!
Anbei ein paar meiner Amateur - Handy - Fotos, um die Wahnsinns - Helligkeit im Vergleich zur alten Taschenlampen zu verdeutlichen.
Viel Erfolg bei der richtigen Wahl Ihrer Taschenlampe (kurz: TaLa)!",germany,"November 22, 2017",Klaus,5.0,0,2020-11-12 15:11:25.756557,2020-11-12 15:11:25.922054,"NiteCore MT06MD 180 Lm Nichia 219B 2Xaaa LED Penlight - MT06 Upgrade, Black",4.3,49.33,,Tools & Home Improvement,B06XKDKJ1W,,"#138,112 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#1,255 in Handheld Flashlights",https://images-na.ssl-images-amazon.com/images/I/616mJdtzc4L._AC_SX425_.jpg
6,R1ZJVKKYU4T3JQ,True,Torcia professionale per uso sanitario. Ideale per un medico (ma non solo!),"Ho comprato questa torcia essendo insoddisfatto di quelle con lampadina a incandescenza, di quelle con batteria non intercambiabile, o di quelle troppo fragili di cui ho quarantennale esperienza. Inizialmente avevo usato una Mini MagLite che però si è ""autodanneggiata"" dopo un anno, poi una Mini Maglite Pro Plus che si è pure ""autodanneggiata"" in pochi mesi, e che era risultata un po' troppo potente per uso medico. Questa invece va benissimo: per sicurezza all'accensione inizia sempre con la potenza minima in modo da non incorrere in un involontario abbagliamento, poi la luce può essere aumentata premendo leggermente sul pulsante di accensione. La luce è ampiamente sufficiente sia per testare il riflesso pupillare alla luce, sia per l'ispezione faringea o cutanea. Una cosa IMPORTANTISSIMA per un medico: la luce è molto naturale, il colore dei tessuti non viene falsato. E' anche corredata da cerchi bianchi di dimensione calibrata per confrontarlo col diametro pupillare o di una lesione cutanea, e poterne quindi riportarne quindi la dimensione.
Si dice che per autodifesa occorrano almeno 300 lumen per ottenere l'abbagliamento dell'aggressore, e qui siamo a un po' meno. Comunque è costruita in alluminio per uso aeronautico da un'azienda famosa tra gli intenditori: è robusta e può quindi essere usata per una difesa ""a mano"".",italy,"October 14, 2018",Cliente Amazon,5.0,0,2020-11-12 15:11:25.928560,2020-11-12 15:11:26.081466,"NiteCore MT06MD 180 Lm Nichia 219B 2Xaaa LED Penlight - MT06 Upgrade, Black",4.3,49.33,,Tools & Home Improvement,B06XKDKJ1W,,"#138,112 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#1,255 in Handheld Flashlights",https://images-na.ssl-images-amazon.com/images/I/616mJdtzc4L._AC_SX425_.jpg
7,R36X0RIITSM2U8,True,Qualität und Nutzwert,"Qualität:
- Sehr gute Verarbeitung, qualitativ hochwertig
- Bügel am Übergang zur Lampenkörper, bei meinem Modell sogar verstärkt

Nutzwert:
- Die 3 Stufen sind gut und praktisch einzustellen
- Nicht nur für den medizinischen Bereich geeignet, ich habe sie immer am Mann

Fazit:
Wer eine qualitativ hochwertige Taschenlampe möchte, mit akzeptabler und verstellbarer Helligkeit ist bei diesem Modell genau richtig. Der Preis ist nicht ganz ohne, aber in Ordnung.",germany,"December 3, 2019",Alexander H.,5.0,0,2020-11-12 15:11:26.086999,2020-11-12 15:11:26.235730,"NiteCore MT06MD 180 Lm Nichia 219B 2Xaaa LED Penlight - MT06 Upgrade, Black",4.3,49.33,,Tools & Home Improvement,B06XKDKJ1W,,"#138,112 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#1,255 in Handheld Flashlights",https://images-na.ssl-images-amazon.com/images/I/616mJdtzc4L._AC_SX425_.jpg
8,RHCWLHUHI7RGZ,True,Kleine Universallampe,"Gute allround-Lampe die sich gerade für betriebliche Ersthelfer bestens eignet. Kann im Alltag für bei fast allen Anwendungen punkten und im Fall der Fälle ist sie immer Griffbereit.
Ausgehend von der Haptik kann man die übliche Nitecore-Qualität erwarten. Wasserdicht und beinahe unzerstörbar.
Wünschenswert wäre, dass die niedrigste Stufe etwas dunkler wäre, für Reflexkontrolle ist Sie mir etwas zu hell. Und eine Variante mit Li-ion Akkus 13500 oder ähnliches wäre für diejenigen die lange Laufzeiten benötigen eine schöne Option gewesen.",germany,"March 15, 2019",cherubim,4.0,0,2020-11-12 15:11:26.240858,2020-11-12 15:11:26.420046,"NiteCore MT06MD 180 Lm Nichia 219B 2Xaaa LED Penlight - MT06 Upgrade, Black",4.3,49.33,,Tools & Home Improvement,B06XKDKJ1W,,"#138,112 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#1,255 in Handheld Flashlights",https://images-na.ssl-images-amazon.com/images/I/616mJdtzc4L._AC_SX425_.jpg
9,R3SC9PSD5ES70X,True,Robust doctors torch,"In daily use for 6months now without any problems. Slightly wider than a big biro, same length. Doesn't switch on accidentally like many cheaper versions or the ones with switch in the clip. On first switching on, brightness is good for pupillary reaction, then there are 2 stronger settings which make this a strong torch. Engraved design hasn't worn off so far. Haven't needed to change battery so far.",germany,"November 14, 2019",Chookie09,5.0,0,2020-11-12 15:11:26.426107,2020-11-12 15:11:26.576088,"NiteCore MT06MD 180 Lm Nichia 219B 2Xaaa LED Penlight - MT06 Upgrade, Black",4.3,49.33,,Tools & Home Improvement,B06XKDKJ1W,,"#138,112 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#1,255 in Handheld Flashlights",https://images-na.ssl-images-amazon.com/images/I/616mJdtzc4L._AC_SX425_.jpg
